Country Name,year,population,renewables_production,solar_electricity_generation_twh,wind_electricity_generation_twh,hydro_electricity_generation_twh,other_renewables_electricity_generation_twh,co2_per_capita,gdp_per_capita,renewables_production_per_capita,solar_per_capita,wind_per_capita,hydro_per_capita,other_renewables_per_capita,log_gdp_per_capita,log_renewables_production_per_capita,log_hydro_per_capita
Azerbaijan,2006,8484550.0,2.518,0.0,0.0,2.518,0.0,3.9628658,9244.40645520997,2.9677472582517634e-07,0.0,0.0,2.9677472582517634e-07,0.0,9.131882107723372,2.9677468178756606e-07,2.9677468178756606e-07
Belgium,2006,10547958.0,2.952,0.002,0.366,0.359,2.225,11.744368,35258.985063203,2.7986459559281524e-07,1.8961015961572846e-10,3.469865920967831e-08,3.403502365102326e-08,2.1094130257249792e-07,10.470504032333025,2.798645564307266e-07,3.403502307183185e-08
Bangladesh,2006,146405973.0,0.756033,0.005433,0.0016,0.749,0.0,0.2850008,2195.29485455883,5.163949151172951e-09,3.7109141715140275e-11,1.0928515874144015e-11,5.115911493583667e-09,0.0,7.694527062540942,5.163949137839765e-09,5.1159114804973915e-09
Bulgaria,2006,7601022.0,4.233021,0.0,0.020047,4.212974,0.0,6.7958155,11408.0152091075,5.569015587640714e-07,0.0,2.6374084958575306e-09,5.542641502682139e-07,0.0,9.342159129675286,5.56901403694456e-07,5.542639966638966e-07
Belarus,2006,9604924.0,0.038,0.0,0.001,0.035,0.002,6.426269,10994.5981283371,3.956304079032796e-09,0.0,1.0411326523770517e-10,3.643964283319681e-09,2.0822653047541034e-10,9.305250301539893,3.956304071206625e-09,3.643964276680443e-09
Brazil,2006,186653106.0,363.888109,0.0,0.237,348.80545,14.845659,1.9762388,11750.5312440167,1.9495422112075646e-06,0.0,1.2697350988630213e-09,1.8687363820240956e-06,7.953609408460634e-08,9.371738829721288,1.949540310852618e-06,1.8687346359384383e-06
Canada,2006,32571193.0,364.3194116,0.021,2.4730656,352.8873,8.938046,17.343971,38119.3909593545,1.1185325990362097e-05,6.447415051699212e-10,7.592800177752163e-08,1.0834337569397596e-05,2.744156776818092e-07,10.54850461373219,1.118526343506981e-05,1.0834278878386231e-05
Switzerland,2006,7483934.0,32.135859,0.024,0.015,30.961859,1.135,6.06603,46275.5494842863,4.293979476569409e-06,3.2068695421418735e-09,2.004293463838671e-09,4.1371101081329685e-06,1.5165820543045944e-07,10.742390621144459,4.293970257465927e-06,4.1371015503165486e-06
Chile,2006,16509195.0,29.65305,0.0,0.007,28.21505,1.431,3.8797834,15510.7700740022,1.7961535980403648e-06,0.0,4.2400613718597425e-10,1.7090506230013034e-06,8.66789689018756e-08,9.649354374352745,1.7961519849584224e-06,1.7090491625759514e-06
China,2006,1311020000.0,446.7258182,0.095,3.7118182,435.786,7.133,4.9272113,5843.35309098914,3.4074676069014966e-07,7.246266265960855e-11,2.831244527162057e-09,3.324022516818965e-07,5.44080181843145e-09,8.673231190448071,3.4074670263598535e-07,3.3240219643628026e-07
Colombia,2006,42691084.0,43.14059749,0.0,0.06298139,42.55789,0.5197261,1.4594254,9154.089261752,1.0105294466170031e-06,0.0,1.4752820518682541e-09,9.968800511132488e-07,1.2174113451886112e-08,9.122065207115913,1.010528936032466e-06,9.968795542286609e-07
Cyprus,2006,1054418.0,0.001512,0.001002,0.000355,0.0,0.000155,7.7637644,30015.1015625,1.433966415596092e-09,9.502872674783625e-10,3.366786227093999e-10,0.0,1.4700052540832954e-10,10.3094892354123,1.4339664145679623e-09,0.0
Czechia,2006,10238905.0,3.518012,0.00017,0.049375,2.5503,0.918167,12.27974,23919.2927094088,3.435926009666073e-07,1.660333795459573e-11,4.822293008871554e-09,2.4907936932709113e-07,8.967433529268998e-08,10.082482445005114,3.4359254193868305e-07,2.4907933830683015e-07
Germany,2006,82376451.0,72.55526499999999,2.265,31.324,20.031,18.935265,10.849614,34748.7543257238,8.807767768485194e-07,2.7495722048040163e-08,3.802543035023444e-07,2.431641537943896e-07,2.2986259750374536e-07,10.455927781204604,8.807763889648819e-07,2.4316412422999157e-07
Denmark,2006,5437272.0,9.203521589,0.002213889,6.1079583,0.0234,3.0699494,10.941338,37400.3075213334,1.6926726470553615e-06,4.0716907302044116e-10,1.1233497790803918e-06,4.303628731466809e-09,5.646120701704825e-07,10.52946094325498,1.692671214486633e-06,4.303628722206199e-09
Algeria,2006,33623506.0,0.2176,0.0,0.0,0.2176,0.0,3.149473,12791.3412603745,6.471663008610702e-09,0.0,0.0,6.471663008610702e-09,0.0,9.45660193179823,6.471662987669492e-09,6.471662987669492e-09
Ecuador,2006,14086131.0,7.275063605,1.4875e-05,0.0,7.129493,0.14555573,2.1077354,7884.51693576141,5.164699664513982e-07,1.0560032417702208e-12,0.0,5.061356450539896e-07,1.0333265394166786e-08,8.97278305663457,5.164698330808311e-07,5.061355169673873e-07
Spain,2006,44397319.0,52.08,0.119,23.297,25.89,2.774,8.046786,30755.2987888646,1.173043804739651e-06,2.68034202695888e-09,5.247388924542943e-07,5.831433199829026e-07,6.248125027549524e-08,10.333850090920354,1.1730431167243052e-06,5.831431499549029e-07
Estonia,2006,1346810.0,0.1278,0.0,0.0763,0.0135,0.038,12.205063,19348.3868589782,9.489089032602965e-08,0.0,5.66523860084199e-08,1.0023685597820033e-08,2.8214818719789725e-08,9.870416011081376,9.48908858238894e-08,1.0023685547582896e-08
Finland,2006,5266268.0,22.466651,0.003379,0.155641,11.493691,10.81394,12.983371,34447.7143026443,4.266142740931529e-06,6.416308474995956e-10,2.9554325757823188e-08,2.182511600245183e-06,2.0534351840810228e-06,10.44722695506741,4.266133640970467e-06,2.1825092185702057e-06
France,2006,63622342.0,62.33790605,0.01190605,2.182,56.303,3.841,6.545662,32430.4443144707,9.798115581787292e-07,1.8713630504202439e-10,3.4296128237467274e-08,8.849564198689824e-07,6.03718737672373e-08,10.38688373467939,9.79811078163698e-07,8.849560282952808e-07
United Kingdom,2006,60846820.0,18.1173067,0.011,4.236,4.5934067,9.2769,9.301161,34734.8160246415,2.9775272890185554e-07,1.807818387222208e-10,6.961744262066613e-08,7.549131902045168e-08,1.5246318542201547e-07,10.455526595715328,2.9775268457352053e-07,7.549131617098221e-08
Greece,2006,11020362.0,7.679713,0.001386,1.699353,5.864849,0.114125,10.20506,28082.1248815718,6.968657653895579e-07,1.2576719349146608e-10,1.5420119593167627e-07,5.321829718479303e-07,1.0355830416460005e-08,10.242924136904296,6.968655225787233e-07,5.321828302386228e-07
Croatia,2006,4311159.0,6.647,0.0,0.019,6.617,0.011,5.4449663,17634.8125218884,1.5418127700694871e-06,0.0,4.407167538937905e-09,1.5348540844816905e-06,2.551518048858787e-09,9.777686915999936,1.5418115814773998e-06,1.5348529065943653e-06
Hungary,2006,10071370.0,1.493,0.0,0.043,0.186,1.264,5.9232993,18383.6322203338,1.482419968683506e-07,0.0,4.269528375980626e-09,1.846819251005573e-08,1.2550427598231422e-07,9.819270389202066,1.4824198588050685e-07,1.8468192339518667e-08
Indonesia,2006,233951652.0,16.297,0.0,0.0,9.623,6.674,1.481646,6583.35112342719,6.965969190933518e-08,0.0,0.0,4.113243021682104e-08,2.8527261692514145e-08,8.792451070738567,6.965968948309895e-08,4.113242937088265e-08
India,2006,1172878890.0,127.54883,0.0072,9.3373,112.61733,5.587,1.1019763,3220.62692931904,1.087485085523195e-07,6.1387412301367274e-12,7.961009512243844e-09,9.601786762484914e-08,4.763492673996375e-09,8.077641768491333,1.0874850263920088e-07,9.601786301513398e-08
Ireland,2006,4273591.0,2.47506202,0.0,1.6223332,0.724273,0.12845582,11.150147,44232.1017485574,5.791527593539017e-07,0.0,3.796182648269336e-07,1.6947644264507294e-07,3.0058051881895106e-08,10.697228696112276,5.791525916450072e-07,1.6947642828394224e-07
Iraq,2006,28616515.0,4.99076,0.0,0.0,4.99076,0.0,3.444312,10223.1065320178,1.7440139024615681e-07,0.0,0.0,1.7440139024615681e-07,0.0,9.232503596361328,1.7440137503823614e-07,1.7440137503823614e-07
Iceland,2006,303782.0,9.921595,0.0,0.0,7.288997,2.632598,10.383546,39700.0817099125,3.2660246492550576e-05,0.0,0.0,2.399417016149739e-05,8.66607633105319e-06,10.589133713405158,3.265971315831262e-05,2.399388230600108e-05
Israel,2006,7053700.0,0.025,0.0,0.01,0.015,0.0,9.080821,26336.0967687213,3.5442391936146987e-09,0.0,1.4176956774458794e-09,2.126543516168819e-09,0.0,10.178733747837532,3.544239187333883e-09,2.1265435139077254e-09
Italy,2006,58143979.0,50.635,0.035,2.971,36.994,10.635,8.440849,32603.4044839586,8.70855432855739e-07,6.01953987359551e-10,5.1097294184149316e-08,6.362481659536922e-07,1.8290801873053786e-07,10.392202665098583,8.708550536613666e-07,6.362479635479138e-07
Japan,2006,127854000.0,114.46564,1.99563,2.135,88.80701,21.528,9.900961,33634.6317066787,8.952839958077181e-07,1.5608663006241494e-08,1.6698734494032255e-08,6.945970403741769e-07,1.6837955793326764e-07,10.423341251513568,8.952835950412407e-07,6.945967991417643e-07
Kazakhstan,2006,16103716.0,7.7680697,0.0,0.0,7.7680697,0.0,13.69717,14965.7723192192,4.823774649279707e-07,0.0,0.0,4.823774649279707e-07,0.0,9.613587844227913,4.823773485839987e-07,4.823773485839987e-07
Kuwait,2006,2364733.0,0.0,0.0,0.0,0.0,0.0,32.160374,89075.2246042339,0.0,0.0,0.0,0.0,0.0,11.397247738392263,0.0,0.0
Sri Lanka,2006,20352411.0,4.652849527,0.00538678,0.002305747,4.643377,0.00178,0.5794185,6260.67990139115,2.2861416895521617e-07,2.646752760643444e-10,1.1329109853373146e-10,2.2814874365499007e-07,8.74589256280251e-11,8.742203782948238,2.2861414282300103e-07,2.2814871762906942e-07
Lithuania,2006,3269909.0,0.4358,0.0,0.0137,0.3971,0.025,4.3533397,16446.977802261,1.3327588015446302e-07,0.0,4.18971904111093e-09,1.2144068841059492e-07,7.645472702757172e-09,9.707957818683273,1.332758712732337e-07,1.2144068103667511e-07
Luxembourg,2006,472637.0,0.245628,0.021114,0.057986,0.111312,0.055216,25.186571,78878.0275161487,5.196969344338256e-07,4.46727615485034e-08,1.2268612063803723e-07,2.3551266616875107e-07,1.1682538607853385e-07,11.275670660551288,5.196967993914206e-07,2.3551263843564748e-07
Latvia,2006,2218357.0,2.787,0.0,0.046,2.698,0.043,3.7450006,15024.6361475622,1.256335206641672e-06,0.0,2.0736067278621068e-08,1.2162154242982532e-06,1.9383715064797956e-08,9.617513097779153,1.2563344174532572e-06,1.2162146847088736e-06
Morocco,2006,30771178.0,1.16580101,0.00010101,0.1832,0.9825,0.0,1.5030133,5780.6181640625,3.788613520093381e-08,3.2826172595667283e-12,5.953623224954209e-09,3.192922935872003e-08,0.0,8.662438881665528,3.788613448325421e-08,3.19292288489822e-08
Mexico,2006,107253666.0,37.9888607,0.01,0.045,30.446474,7.4873867,4.4242706,14541.6716295608,3.5419638429888256e-07,9.323690623311655e-11,4.195660780490244e-10,2.8387350414670205e-07,6.98100771678984e-08,9.584842477644846,3.54196321571358e-07,2.8387346385462647e-07
North Macedonia,2006,1994287.0,1.65,0.0,0.0,1.65,0.0,4.1406918,8890.31306022003,8.273633634476882e-07,0.0,0.0,8.273633634476882e-07,0.0,9.09283001841341,8.273630211828094e-07,8.273630211828094e-07
Malaysia,2006,26417909.0,6.946964,0.0,0.0,6.323,0.623964,6.4413414,17426.3611674863,2.6296418842233123e-07,0.0,0.0,2.3934521085677147e-07,2.3618977565559787e-08,9.765796731039126,2.629641538472551e-07,2.393451822137111e-07
North America,2006,331013939.0,792.0560577,0.8632767,29.498571,671.3948,90.29941,14.101651,45502.0143466908,2.392817837498982e-06,2.6079768803935474e-09,8.911579702388303e-08,2.0282976663408727e-06,2.7279639725383287e-07,10.725533852122469,2.392814974714947e-06,2.0282956093479427e-06
Netherlands,2006,16346101.0,8.068422,0.035223,2.734,0.105199,5.194,10.493947,41216.8840677591,4.935991769535744e-07,2.154825789954436e-09,1.6725701132031423e-07,6.43572433572997e-09,3.177516155075758e-07,10.626627520466988,4.935990551335409e-07,6.435724315020696e-09
Norway,2006,4660677.0,120.4001,0.0071,0.636,119.369,0.388,9.407265,54369.1766461345,2.583317831293608e-05,1.5233838345802553e-09,1.3646086180183696e-07,2.5611944359156405e-05,8.324970814325902e-08,10.903571059097986,2.583284464213171e-05,2.5611616378909605e-05
New Zealand,2006,4184600.0,28.2669945,0.0,0.6222169,23.573221,4.0715566,8.926524,27744.0617198326,6.755005137886536e-06,0.0,1.4869208526501936e-07,5.633327199732352e-06,9.72985852889165e-07,10.230813147296457,6.754982322942072e-06,5.633311332604272e-06
Oman,2006,2514795.0,0.0,0.0,0.0,0.0,0.0,15.972586,46091.1822341116,0.0,0.0,0.0,0.0,0.0,10.738398631829803,0.0,0.0
Pakistan,2006,179682690.0,30.250881,0.0,0.0,30.250881,0.0,0.8017062,3514.81365232954,1.683572357470828e-07,0.0,0.0,1.683572357470828e-07,0.0,8.16502625749425,1.68357221575005e-07,1.68357221575005e-07
Peru,2006,28324491.0,19.9435,0.0,0.0012,19.5943,0.348,0.9955102,7213.59606014799,7.041079749676702e-07,0.0,4.236616290827609e-11,6.917794215613619e-07,1.2286187243400066e-08,8.883861483521216,7.041077270837663e-07,6.917791822820882e-07
Philippines,2006,89508986.0,20.459303,0.001376,0.053235,9.939413,10.465279,0.74047565,4578.70630892586,2.2857261504448278e-07,1.5372758216700166e-11,5.947447555712451e-10,1.1104374481462677e-07,1.1691875271606809e-07,8.429390150363478,2.285725889217666e-07,1.110437386492706e-07
Poland,2006,38141267.0,4.2908,0.0,0.256,2.042,1.9928,8.84075,15208.126622577,1.1249757382207571e-07,0.0,6.711890299816207e-09,5.353781246962771e-08,5.224787105263178e-08,9.629650962340834,1.1249756749422413e-07,5.353781103647908e-08
Portugal,2006,10522288.0,15.638,0.005,2.925,10.919,1.789,6.1626186,24682.5646236933,1.486178671406827e-06,4.75181823572972e-10,2.779813667901886e-07,1.0377020663186562e-06,1.7002005647440936e-07,10.113892901288862,1.4861775670443995e-06,1.0377015279062395e-06
Qatar,2006,972831.0,0.0,0.0,0.0,0.0,0.0,61.29773,127180.603770056,0.0,0.0,0.0,0.0,0.0,11.75337129497979,0.0,0.0
Romania,2006,21193760.0,18.361,0.0,0.001,18.356,0.004,4.959297,11556.5344950759,8.663399038207473e-07,0.0,4.718369935301711e-11,8.661039853239823e-07,1.8873479741206845e-10,9.3550928405065,8.663395285485495e-07,8.661036102561422e-07
Russian Federation,2006,143049637.0,173.7959,0.0,0.0052,173.285,0.5057,11.262799,14912.234375,1.2149342259428453e-06,0.0,3.635101849297247e-11,1.2113627383759108e-06,3.535136548441574e-09,9.610004310792977,1.2149334879108565e-06,1.2113620046766614e-06
Saudi Arabia,2006,21459144.0,0.0,0.0,0.0,0.0,0.0,20.744946,54689.966203198,0.0,0.0,0.0,0.0,0.0,10.90945382309275,0.0,0.0
Singapore,2006,4401365.0,0.4737648,0.0,0.0,0.0,0.4737648,9.212602,64060.5686027511,1.0764042518627743e-07,0.0,0.0,0.0,1.0764042518627743e-07,11.067599909325288,1.0764041939304727e-07,0.0
Slovenia,2006,2006868.0,3.69,0.0,0.0,3.591,0.099,8.575877,25576.5193167046,1.8386859524393233e-06,0.0,0.0,1.7893553537153417e-06,4.933059872398185e-08,10.149469092975353,1.8386842620583796e-06,1.7893537528209606e-06
Sweden,2006,9080505.0,70.965027,0.002,0.988238,61.615597,8.359192,5.9178863,37679.7205412732,7.815096957713255e-06,2.202520674786259e-10,1.0883073133047116e-07,6.78548131408991e-06,9.20564660225395e-07,10.536903851152719,7.815066420002128e-06,6.7854582928157185e-06
Thailand,2006,66567687.0,9.9745169,0.03648,0.000131,7.95005,1.9878559,3.2421854,10912.4427923789,1.4984022052621416e-07,5.480136331009968e-10,1.9679217636028125e-12,1.1942806424985142e-07,2.9862174721498134e-08,9.297750592052067,1.4984020930016946e-07,1.194280571183207e-07
Turkmenistan,2006,5147105.0,0.003154,0.0,0.0,0.003154,0.0,9.617061,6163.85018139993,6.127716454200954e-10,0.0,0.0,6.127716454200954e-10,0.0,8.726619113827073,6.127716452323508e-10,6.127716452323508e-10
Trinidad and Tobago,2006,1297944.0,0.0290899999999999,0.00309,0.0,0.0,0.026,31.447933,27393.3505454929,2.2412369100669906e-08,2.380688226918881e-09,0.0,0.0,2.00316808737511e-08,10.218092086646159,2.2412368849512766e-08,0.0
Turkey,2006,70045349.0,44.52255,0.0,0.1305,44.2442,0.14785,4.0312243,13495.4269002759,6.356246436861925e-07,0.0,1.8630787320368695e-09,6.316507895477828e-07,2.110775406372806e-09,9.510180255340526,6.356244416769343e-07,6.316505900565068e-07
Ukraine,2006,47278694.0,12.921,0.0,0.035,12.886,0.0,7.044654,7971.1962890625,2.7329435115107027e-07,0.0,7.402911764017847e-10,2.7255405997466847e-07,0.0,8.983715303340462,2.732943138061759e-07,2.725540228318174e-07
United States,2006,298379912.0,386.30841613,0.82443213,26.857714,285.544,73.08227,20.261381,46301.9876485519,1.2946864068047585e-06,2.7630282631090797e-09,9.001180347556374e-08,9.569813131388014e-07,2.4493026192728413e-07,10.742961766038958,1.294685568699036e-06,9.569808552324767e-07
Uzbekistan,2006,26699043.0,5.8497224,0.0,0.0,5.8497224,0.0,4.6781006,3955.97682066719,2.190985796756835e-07,0.0,0.0,2.190985796756835e-07,0.0,8.283235583563666,2.190985556735932e-07,2.190985556735932e-07
World,2006,6659721142.0,3433.5162857,5.7563057,133.50282,3022.2332,272.02396,4.5909643,10961.3214180571,5.155645728236709e-07,8.643463558402548e-10,2.0046307818814678e-08,4.5380776995902634e-07,4.08461486899897e-08,9.302219346290702,5.155644399203022e-07,4.538076669883115e-07
South Africa,2006,49998277.0,3.3337197,0.0186,0.012,2.8976197,0.4055,8.935718,11250.1795556101,6.667669167879525e-08,3.720128195617621e-10,2.400082706850078e-10,5.7954391108317593e-08,8.110279480230889e-09,9.328228251523818,6.667668945590474e-08,5.7954389428961935e-08
United Arab Emirates,2007,5624635.0,0.0,0.0,0.0,0.0,0.0,23.668304,99096.7054471438,0.0,0.0,0.0,0.0,0.0,11.503861566136237,0.0,0.0
Argentina,2007,40016763.0,32.3527033,0.0001089,0.061593,31.22015,1.0708514,4.3377132,16455.1129799188,8.084787692597725e-07,2.721359546248156e-12,1.5391799681548456e-09,7.80176797408626e-07,2.6760070523445386e-08,9.708452296885234,8.084784424409886e-07,7.801764930708667e-07
Australia,2007,20827622.0,20.2898,0.11375,2.8521,13.04895,4.275,19.063927,36653.8417179443,9.741774649069395e-07,5.461497236698457e-09,1.36938340824507e-07,6.265213570709128e-07,2.0525626977482116e-07,10.509300805491067,9.74176990396381e-07,6.265211608064893e-07
Austria,2007,8295487.0,43.194998774000005,0.024238374,2.037185,37.05445,4.0791254,8.932517,39193.8173640977,5.2070479736753255e-06,2.9218747494872814e-09,2.455775049734874e-07,4.466820332549494e-06,4.917282614028567e-07,10.57629980693848,5.207034417048085e-06,4.466810356337261e-06
Azerbaijan,2007,8581300.0,2.364,0.0,0.0,2.364,0.0,3.4023411,11734.7641864862,2.754827357160337e-07,0.0,0.0,2.754827357160337e-07,0.0,9.370396226444925,2.7548269777067183e-07,2.7548269777067183e-07
Belgium,2007,10625700.0,3.486,0.006,0.491,0.389,2.6,11.338945,36799.5318686343,3.280725034585957e-07,5.646686806516276e-10,4.620872036665819e-08,3.6609352795580527e-08,2.446897616157053e-07,10.513267577004598,3.280724496428237e-07,3.6609352125458186e-08
Bangladesh,2007,147989278.0,0.759647,0.009047,0.0016,0.749,0.0,0.28836748,2388.10025156747,5.133121873869808e-09,6.113280720242448e-11,1.0811594066970176e-11,5.061177472600413e-09,0.0,7.778672110265977,5.133121860695338e-09,5.061177459792655e-09
Bulgaria,2007,7545338.0,2.876709,6e-05,0.046802,2.829847,0.0,7.3483434,12822.3261745871,3.8125647916634086e-07,7.951930052702742e-12,6.202770505443229e-09,3.7504575673084493e-07,0.0,9.459021148818687,3.8125640648810787e-07,3.750456864012027e-07
Belarus,2007,9560953.0,0.05,0.0,0.001,0.035,0.014,6.2969413,12320.024025772,5.22960420368137e-09,0.0,1.045920840736274e-10,3.6607229425769588e-09,1.4642891770307835e-09,9.41906235260832,5.22960419000699e-09,3.6607229358765125e-09
Brazil,2007,188552320.0,392.74136583,0.0,0.66278183,374.01514,18.063444,2.071431,12672.5051161153,2.0829304345340327e-06,0.0,3.515108326431624e-09,1.983614627494374e-06,9.580069871322718e-08,9.44726888194699,2.0829282652374474e-06,1.9836126601334807e-06
Canada,2007,32888886.0,379.6458157,0.026,3.0072787,367.62146,8.991077,17.88609,39575.4770075876,1.1543285950761604e-05,7.905406099799184e-10,9.1437536072216e-08,1.1177680508850315e-05,2.733773652290929e-07,10.585990205785878,1.1543219327549033e-05,1.1177618039045048e-05
Switzerland,2007,7551117.0,36.477403,0.029,0.016,35.253403,1.179,5.746348,50929.4927044896,4.8307294139396865e-06,3.840491413389569e-09,2.1188918142839e-09,4.668634190146967e-06,1.561358405650449e-07,10.838217093982447,4.830717746003928e-06,4.668623292108286e-06
Chile,2007,16671581.0,25.04206,0.0,0.0112,22.33486,2.696,4.227355,16697.5160217416,1.5020806964858342e-06,0.0,6.718019124880837e-10,1.3396965770672858e-06,1.6171231750606018e-07,9.723075133482919,1.5020795683637545e-06,1.339695679674628e-06
China,2007,1317885000.0,500.720293,0.114,5.479293,485.264,9.863,5.267368,6820.04084658142,3.799423265307671e-07,8.650223653808944e-11,4.157641220592085e-09,3.6821422202999503e-07,7.483961043641895e-09,8.827767355993544,3.7994225435269967e-07,3.68214154239155e-07
Colombia,2007,43235374.0,44.799007376,0.0,0.049890976,44.24198,0.5071364,1.3991219,9909.29031388796,1.0361656031008312e-06,0.0,1.1539388094572745e-09,1.0232820005211473e-06,1.1729663770226668e-08,9.201328921939137,1.0361650662816235e-06,1.0232814769684784e-06
Cyprus,2007,1072714.0,0.003489,0.001733,0.000356,0.0,0.0014,7.928219,32889.12109375,3.2524978698888984e-09,1.615528463318275e-09,3.318685129493975e-10,0.0,1.3051008936212261e-09,10.400927620956502,3.2524978645995275e-09,0.0
Czechia,2007,10298828.0,3.41152,0.001754,0.125098,2.089409,1.195259,12.4175625,26268.5653173799,3.3125322609524113e-07,1.7031064117198577e-10,1.2146819036107797e-08,2.0287832751454824e-07,1.160577689034131e-07,10.17616633581181,3.3125317123090337e-07,2.0287830693474315e-07
Germany,2007,82266372.0,89.429967,3.137,40.507,21.17,24.615967,10.407525,36915.3252832162,1.0870780469084015e-06,3.813222734557931e-08,4.923883114719098e-07,2.573347953158795e-07,2.992227127750328e-07,10.51640915178928,1.0870774560394896e-06,2.5733476220528675e-07
Denmark,2007,5461438.0,10.306958444,0.002494444,7.1712,0.0282,3.105064,10.015147,39111.5190257616,1.8872242885481808e-06,4.5673758449697685e-10,1.313060772639001e-06,5.163475260544933e-09,5.685433030641381e-07,10.574197874413876,1.8872225077426638e-06,5.163475247214195e-09
Algeria,2007,34189416.0,0.226,0.0,0.0,0.226,0.0,3.2141402,13320.9641206136,6.610232827609574e-09,0.0,0.0,6.610232827609574e-09,0.0,9.497169389726261,6.610232805761985e-09,6.610232805761985e-09
Ecuador,2007,14328773.0,9.257388057,1.8162e-05,0.000962135,9.037655,0.21875276,2.3923388,8112.44824461401,6.460698384292919e-07,1.2675195566291684e-12,6.714706137085151e-11,6.307347460944494e-07,1.5266677753915148e-08,9.001278241036957,6.460696297262637e-07,6.30734547181373e-07
Spain,2007,45226803.0,58.207,0.508,27.568,27.233,2.898,8.071818,32537.3435402735,1.287002311439082e-06,1.1232277461663606e-08,6.095500493368944e-07,6.021429372312697e-07,6.40770474092542e-08,10.390174474138448,1.2870014832523177e-06,6.02142755943284e-07
Estonia,2007,1340680.0,0.149,0.0,0.091,0.022,0.036,14.866046,22201.3543849265,1.1113763164961063e-07,0.0,6.787600322224542e-08,1.6409583196586807e-08,2.685204523077841e-08,10.007953615612177,1.111376254738245e-07,1.6409583061949596e-08
Finland,2007,5288720.0,24.324302000000003,0.003811,0.188408,14.177206,9.954877,12.623978,37844.2931586421,4.5992795988443335e-06,7.205902373353099e-10,3.562449893357939e-08,2.6806497602444447e-06,1.8822847494289733e-06,10.541261896011115,4.599269022190349e-06,2.680646167309297e-06
France,2007,64016890.0,65.908,0.018,4.07,57.604,4.216,6.343027,34067.4661475639,1.0295407977488442e-06,2.811757959501e-10,6.357697163982818e-08,8.998250305505313e-07,6.585761976253454e-08,10.436127489024116,1.0295402677720808e-06,8.998246257082313e-07
United Kingdom,2007,61322463.0,19.6896229,0.014,5.2738175,5.0773044,9.324501,9.093347,35523.3115876502,3.210833671178537e-07,2.283013322540551e-10,8.600139723676787e-08,8.279681134138399e-08,1.5205685720744777e-07,10.47797257452702,3.2108331557060043e-07,8.279680791372819e-08
Greece,2007,11048473.0,4.594842,0.00142,1.818,2.591422,0.184,10.370174,28896.921070906,4.158802759440151e-07,1.2852454814344028e-10,1.6454762572167214e-07,2.3455024056265515e-07,1.6653885111544374e-08,10.271524936250291,4.158801894658371e-07,2.3455021305575179e-07
Croatia,2007,4310217.0,4.7417,0.0,0.0349,4.6998,0.007,5.7472677,19570.7956168702,1.1001070247739267e-06,0.0,8.097040125821972e-09,1.0903859364853323e-06,1.6240481627723151e-09,9.881844809725745,1.1001064196566375e-06,1.0903853420150193e-06
Hungary,2007,10055780.0,1.883,0.0,0.11,0.21,1.563,5.8250375,19098.6263069875,1.8725548888301058e-07,0.0,1.0938982356415912e-08,2.088351177133947e-08,1.5543299475525517e-07,9.857424048764134,1.872554713507037e-07,2.088351155327894e-08
Indonesia,2007,237062337.0,18.32502,0.0,2e-05,11.286,7.039,1.6361018,7096.3876890601,7.730042752425916e-08,0.0,8.436599526140671e-14,4.76077311260118e-08,2.969261203225209e-08,8.86748206420785,7.730042453658126e-08,4.760772999276381e-08
India,2007,1190676021.0,141.7579,0.059,11.6828,122.6131,7.403,1.1695088,3508.06183166302,1.1905665143146442e-07,4.955168237153908e-11,9.811904996783336e-09,1.0297771840321625e-07,6.217476349093285e-09,8.163103996306573,1.1905664434422185e-07,1.0297771310101138e-07
Ireland,2007,4398942.0,2.7953369400000003,0.0,1.9587231,0.666576,0.17003784,10.847193,46784.0861335365,6.354566484395567e-07,0.0,4.4527140844321204e-07,1.5153098176788872e-07,3.865425822845584e-08,10.75331975875858,6.354564465370662e-07,1.5153097028707067e-07
Iraq,2007,28391607.0,4.56631,0.0,0.0,4.56631,0.0,2.1515615,10783.1236404594,1.60833094090095e-07,0.0,0.0,1.60833094090095e-07,0.0,9.285830298262495,1.6083308115645432e-07,1.6083308115645432e-07
Iceland,2007,311566.0,11.9743877,0.0,0.0,8.393735,3.5806527,11.214876,41472.8449350184,3.843290891817464e-05,0.0,0.0,2.694047168176245e-05,1.1492437236412188e-05,10.632818265002804,3.8432170392853074e-05,2.69401087937728e-05
Israel,2007,7180100.0,0.024,0.0,0.01,0.014,0.0,9.019857,28172.1017671672,3.3425718304758986e-09,0.0,1.392738262698291e-09,1.9498335677776077e-09,0.0,10.246122963689505,3.3425718248895053e-09,1.949833565876682e-09
Italy,2007,58438310.0,47.715,0.039,4.034,32.815,10.827,8.283948,34294.3430551779,8.16502051479586e-07,6.673704287478539e-10,6.903005921971392e-08,5.615323235733545e-07,1.852722982577696e-07,10.44276485295025,8.165017181419674e-07,5.615321659141383e-07
Japan,2007,128001000.0,101.7602076,2.3124676,2.74,74.50974,22.198,10.172693,35015.9865745127,7.949954109733518e-07,1.8066011984281373e-08,2.14060827649784e-08,5.821027960719057e-07,1.734205201521863e-07,10.463588553437061,7.949950949646676e-07,5.821026266501388e-07
