Country Name,year,population,renewables_production,solar_electricity_generation_twh,wind_electricity_generation_twh,hydro_electricity_generation_twh,other_renewables_electricity_generation_twh,co2_per_capita,gdp_per_capita
Philippines,2003,84731835.0,17.692264,0.0,0.0,7.86982,9.822444,0.82740444,3761.4962459604
Poland,2003,38204570.0,2.25,0.0,0.124,1.671,0.455,8.348745,12330.4727101729
Portugal,2003,10458821.0,17.7056,0.0026,0.496,15.723,1.484,6.168032,20852.2404289696
Qatar,2003,744682.0,0.0,0.0,0.0,0.0,0.0,62.465782,94120.2880696098
Romania,2003,21574326.0,13.262,0.0,0.0,13.259,0.003,4.8087034,7560.35126841151
Russian Federation,2003,144648618.0,156.0444,0.0,0.0086,155.67,0.3658,10.542385,9254.537109375
Saudi Arabia,2003,18786767.0,0.0,0.0,0.0,0.0,0.0,18.704975,48123.1759657779
Singapore,2003,4114826.0,0.495,0.0,0.0,0.0,0.495,9.553454,48778.2983297083
Slovenia,2003,1995733.0,3.0789999999999997,0.0,0.0,2.957,0.122,8.166608,20918.2432608605
Sweden,2003,8958229.0,58.731,0.002,0.679,53.54,4.51,6.395369,31791.5777659451
Thailand,2003,64868166.0,8.4392484,0.0,0.0,7.207755,1.2314934,2.9457886,8824.06945000968
Turkmenistan,2003,4863865.0,0.003154,0.0,0.0,0.003154,0.0,8.340677,4536.19781501334
Trinidad and Tobago,2003,1338709.0,0.013902000000000001,0.001902,0.0,0.0,0.012,24.196547,18742.6419218137
Turkey,2003,67831730.0,35.5585,0.0,0.0614,35.3295,0.1676,3.4904873,9451.28458323038
Ukraine,2003,48315136.0,9.269,0.0,0.031,9.238,0.0,6.359202,5764.01123046875
United States,2003,290107933.0,353.2142443,0.6106543,11.30047,269.97098,71.33214,20.731213,39490.3023903176
Uzbekistan,2003,25711259.0,7.1548724,0.0,0.0,7.1548724,0.0,5.0676107,3047.24856832895
World,2003,6409664474.0,2906.807317,2.252987,63.28461,2622.8984,218.37132,4.3096466,8925.6019042351
South Africa,2003,48500348.0,1.25571207,0.0139,0.006,0.82741207,0.4084,8.338291,9138.82823847222
United Arab Emirates,2004,4428967.0,0.0,0.0,0.0,0.0,0.0,25.221207,96981.590791724
Argentina,2004,38815916.0,31.40243035,7e-05,0.072446,30.462402,0.86751235,4.046011,12117.6797424618
Australia,2004,19932722.0,19.36985,0.07295,0.795,15.68665,2.81525,19.113388,31763.7960926854
Austria,2004,8171966.0,39.764013,0.018,0.924,36.762283,2.05973,9.505598,33523.0204968283
Azerbaijan,2004,8306500.0,2.755,0.0,0.0,2.755,0.0,3.7990203,5160.47262532578
Belgium,2004,10421137.0,1.4969999999999997,0.001,0.142,0.317,1.037,12.357613,32063.9826949865
Bangladesh,2004,142902856.0,0.750914,0.001914,0.0,0.749,0.0,0.25179237,1861.51256287792
Bulgaria,2004,7716860.0,3.139811,0.0,0.001,3.138811,0.0,6.4036465,9201.75005345674
Belarus,2004,9730146.0,0.034010101,0.0,0.001010101,0.033,0.0,5.9839034,8482.92020173857
Brazil,2004,182675143.0,333.372956,0.0,0.061,320.7969,12.515056,1.978562,10525.711378708
Canada,2004,31938807.0,349.162139158,0.014263158,0.945,338.39835,9.804526,18.024137,33927.6696952532
Switzerland,2004,7389625.0,34.745717,0.018,0.006,33.751717,0.97,6.1256723,40176.5707415374
Chile,2004,16187322.0,23.005337,0.0,0.005,20.969337,2.031,3.658951,11612.399685294
China,2004,1296075000.0,357.4257778,0.076,1.2777778,353.544,2.528,4.0068736,4427.65713773976
Colombia,2004,41543171.0,38.857001726,0.007951726,0.05199,38.33006,0.467,1.3154225,7909.34635165623
Cyprus,2004,1017875.0,0.000755,0.0004,0.000355,0.0,0.0,7.6503687,25945.546875
Czechia,2004,10197101.0,2.742571,0.0001,0.0099,2.0192,0.713371,12.502356,20990.9328225987
Germany,2004,82516260.0,57.957236,0.557,26.019,20.745722,10.635514,10.677811,31757.4177276181
Denmark,2004,5404523.0,9.522204889,0.001838889,6.5831113,0.0265,2.9107547,10.193794,33019.9772946564
Algeria,2004,32628286.0,0.251,0.0,0.0,0.251,0.0,2.8108854,11431.6856716154
Ecuador,2004,13608701.0,7.41493987,0.0,0.0,7.4116993,0.00324057,2.149964,6980.09126365124
Spain,2004,42921895.0,50.762,0.056,15.7,31.676,3.33,8.165038,26163.3046245452
Estonia,2004,1362550.0,0.061,0.0,0.0076,0.0224,0.031,12.712316,14539.9710841117
Finland,2004,5228172.0,25.631877000000003,0.002361,0.120344,15.069615,10.439557,13.187595,31199.2914503448
France,2004,62707588.0,63.940447984,0.008447984,0.595,59.555,3.782,6.757305,28925.1268683664
United Kingdom,2004,59987905.0,14.1513605,0.004,1.939,4.8444605,7.3639,9.530174,32055.4717642346
Greece,2004,10955141.0,5.917781,0.000775,1.120765,4.672078,0.124163,10.0011015,24828.8979383295
Croatia,2004,4304600.0,7.6326,0.0,0.002,7.6266,0.004,5.302659,14688.1193739569
Hungary,2004,10107146.0,0.9359999999999999,0.0,0.006,0.205,0.725,5.9474993,16269.308764051
Indonesia,2004,227926649.0,16.3396,0.0,0.0,9.674,6.6656,1.5049647,5700.04949542915
India,2004,1135991513.0,109.193975018,0.018181818,5.22543,100.636,3.3143632,0.99809515,2681.86116844621
Ireland,2004,4070262.0,1.3941375200000001,0.0,0.6551179,0.63,0.10901962,11.354304,38734.4439399148
Iraq,2004,27577878.0,5.749923,0.0,0.0,5.749923,0.0,4.0903525,9289.74224661254
Iceland,2004,292074.0,8.6142758,0.0,0.0,7.131893,1.4823828,10.637928,35617.2135979676
Israel,2004,6809000.0,0.039,0.0,0.011,0.028,0.0,8.870585,26043.3668145719
Italy,2004,57685327.0,53.871,0.029,1.847,42.338,9.657,8.606293,29658.0664866674
Japan,2004,127761000.0,112.43207720000001,1.2716222,1.44,91.667,18.053455,10.037065,30830.6584466434
Kazakhstan,2004,15850159.0,8.056666,0.0,0.0,8.056666,0.0,11.757366,11777.1119571613
Kuwait,2004,2157320.0,0.0,0.0,0.0,0.0,0.0,30.423147,77226.6368386048
Sri Lanka,2004,20087605.0,2.9755876189999997,0.003539072,0.002705747,2.9692228,0.00012,0.6047206,5215.88024442771
Lithuania,2004,3377075.0,0.42769999999999997,0.0,0.0012,0.4205,0.006,3.935744,13097.4375662948
Luxembourg,2004,458095.0,0.195231,0.009199,0.039399,0.104058,0.042575,25.7921,64694.4334161028
Latvia,2004,2263122.0,3.196,0.0,0.049,3.109,0.038,3.414644,11761.314151214
Morocco,2004,29953018.0,1.7903010099999999,0.00010101,0.1989,1.5913,0.0,1.4097285,5024.6943359375
Mexico,2004,104394131.0,32.467228,0.009,0.02,25.176394,7.261834,4.2012773,12657.8156092307
North Macedonia,2004,2016186.0,1.482,0.0,0.0,1.482,0.0,3.942331,7230.403155096
Malaysia,2004,25256772.0,6.149360000000001,0.0,0.0,5.573,0.57636,6.7181454,15415.8063404555
North America,2004,324806660.0,734.5860126,0.7244296,15.346923,628.41956,90.0951,14.451757,40962.3935972912
Netherlands,2004,16281779.0,5.320778,0.03314,1.867,0.095732,3.324906,11.073761,35965.5468021136
Norway,2004,4591910.0,109.3982,0.0062,0.252,108.781,0.359,9.63392,42672.9375348936
New Zealand,2004,4087500.0,30.99632945,0.0,0.36153665,27.240088,3.3947048,8.775212,25096.6858778485
Oman,2004,2404821.0,0.0,0.0,0.0,0.0,0.0,12.06946,42141.6368970448
Pakistan,2004,171286000.0,27.2924,0.0,0.0,26.216,1.0764,0.7577723,3048.35709126701
Peru,2004,27852190.0,17.6795,0.0,0.0012,17.5253,0.153,1.0173057,6037.52025113977
Philippines,2004,86394504.0,18.874231,0.0,0.0,8.592681,10.28155,0.84105927,4037.17193801839
Poland,2004,38182222.0,3.0744,0.0,0.142,2.082,0.8504,8.483558,13414.8573934429
Portugal,2004,10483861.0,12.3189,0.0029,0.816,9.869,1.631,6.421135,21478.4297345147
Qatar,2004,773332.0,0.0,0.0,0.0,0.0,0.0,61.193222,110957.735361281
Romania,2004,21451748.0,16.517000000000003,0.0,0.0,16.513,0.004,4.8269043,8990.54735473444
Russian Federation,2004,144067316.0,176.13379999999998,0.0,0.007,175.677,0.4498,10.634773,10226.7666015625
Saudi Arabia,2004,19669480.0,0.0,0.0,0.0,0.0,0.0,20.73686,51273.3191576141
Singapore,2004,4166664.0,0.479,0.0,0.0,0.0,0.479,9.825734,54383.8062339045
Slovenia,2004,1997012.0,4.215999999999999,0.0,0.0,4.095,0.121,8.379513,22590.7921299544
Sweden,2004,8993531.0,68.641,0.002,0.85,60.588,7.201,6.284015,33809.3854968014
Thailand,2004,65452047.0,7.7382119000000005,0.0,0.0,5.896294,1.8419179,3.1676755,9545.33813821397
Turkmenistan,2004,4958093.0,0.003154,0.0,0.0,0.003154,0.0,9.954554,4798.1531745342
Trinidad and Tobago,2004,1345380.0,0.025579,0.002579,0.0,0.0,0.023,24.314482,20673.7458451869
Turkey,2004,68592617.0,46.3106,0.0,0.0577,46.0837,0.1692,3.5684419,10726.8964183186
Ukraine,2004,47979507.0,11.786,0.0,0.033,11.753,0.0,6.4741426,6663.46728515625
United States,2004,292805298.0,349.48476946,0.69813246,14.286607,262.55466,71.94537,20.877537,41724.6411982614
Uzbekistan,2004,26029350.0,6.4934173,0.0,0.0,6.4934173,0.0,4.9597,3321.19654405147
World,2004,6492626975.5,3141.1586854999996,2.9687355,85.61839,2816.5298,236.04176,4.4027133,9526.42677852819
South Africa,2004,48991421.0,1.359339,0.0155,0.012,0.949939,0.3819,9.171146,9713.65348481029
United Arab Emirates,2005,4664790.0,0.0,0.0,0.0,0.0,0.0,24.524239,99576.6168727168
Argentina,2005,39216789.0,35.20443746,8.1e-05,0.07171966,34.216137,0.9164998,4.1203976,13464.8128469003
Australia,2005,20176844.0,20.7198,0.08405,1.29905,15.4657,3.871,19.02867,33036.5834770249
Austria,2005,8227829.0,40.887578075,0.021018375,1.3312768,37.09514,2.4401429,9.611182,34776.6699535218
Azerbaijan,2005,8391850.0,3.0094,0.0,0.0,3.0094,0.0,3.977288,6741.20096471132
Belgium,2005,10478617.0,2.106,0.001,0.227,0.288,1.59,11.989851,33177.8909458158
Bangladesh,2005,144715786.0,0.752402,0.003402,0.0,0.749,0.0,0.26062736,2019.73839561092
Bulgaria,2005,7658972.0,4.302015,0.0,0.004587,4.297428,0.0,6.5867257,10291.4739219279
Belarus,2005,9663915.0,0.037,0.0,0.001,0.036,0.0,6.134842,9636.89112407696
Brazil,2005,184688101.0,351.192777,0.0,0.0929,337.4568,13.643077,1.9728998,11081.247473701
Canada,2005,32242732.0,372.69561860000005,0.017,1.5674546,361.95575,9.155414,17.658834,36328.378994377
Switzerland,2005,7437115.0,32.274898,0.021,0.008,31.229898,1.016,6.1595945,41524.8488732932
Chile,2005,16348778.0,27.372500000000002,0.0,0.007,25.5755,1.79,3.7389753,12550.4348007279
China,2005,1303720000.0,404.3690607,0.084,1.9460607,397.017,5.322,4.4900646,5056.98752561594
Colombia,2005,42128977.0,39.78289725,0.00953125,0.04948,39.220886,0.503,1.4280355,8432.33329068548
Cyprus,2005,1036151.0,0.0009209999999999999,0.000566,0.000355,0.0,0.0,7.68084,27763.279296875
Czechia,2005,10211216.0,3.132979,6.8e-05,0.02128,2.37991,0.731721,12.226614,22114.8363085202
Germany,2005,82469422.0,63.427401,1.308,27.774,19.638,14.707401,10.577888,32313.736788417
Denmark,2005,5419432.0,9.812910511,0.002161111,6.614,0.0225,3.1742494,9.50771,34238.3218147437
Algeria,2005,33109249.0,0.5553,0.0,0.0,0.5553,0.0,3.3523152,12246.2692241793
Ecuador,2005,13846163.0,6.9855080759,1.23899e-05,0.0,6.8826394,0.102856286,2.2092562,7457.46553597929
Spain,2005,43653155.0,41.742,0.041,21.176,17.872,2.653,8.379175,27629.7077024966
Estonia,2005,1354775.0,0.1084,0.0,0.0539,0.0215,0.033,12.614255,16638.0779749397
Finland,2005,5246096.0,23.468789,0.002631,0.169942,13.784,9.512216,10.877544,32047.7069315564
France,2005,63180854.0,56.32450076,0.01050076,0.962,51.48,3.872,6.7471843,30431.2367240202
United Kingdom,2005,60401206.0,16.9452,0.008,2.912,4.9229,9.1023,9.412137,32726.1331883772
Greece,2005,10987314.0,6.406421999999999,0.000953,1.266452,5.017497,0.12152,10.3711815,25003.8297466933
Croatia,2005,4310145.0,7.0595,0.0,0.01,7.0355,0.014,5.400675,15450.8793147854
Hungary,2005,10087065.0,1.8699999999999999,0.0,0.01,0.202,1.658,5.9749784,17108.3405820025
Indonesia,2005,230871650.0,17.34,0.0,0.0,10.725,6.615,1.5056726,6134.16673003715
India,2005,1154676322.0,107.464317818,0.018181818,5.991,97.42,4.035136,1.0345691,2936.8032200853
Ireland,2005,4159914.0,1.8736555400000001,0.0,1.1121101,0.63126,0.13028544,11.58845,40466.2343515711
Iraq,2005,28407448.0,4.893819,0.0,0.0,4.893819,0.0,4.013732,9457.0445424595
Iceland,2005,296734.0,8.6743158,0.0,0.0,7.015286,1.6590298,10.029784,37322.7399272793
Israel,2005,6930100.0,0.039,0.0,0.011,0.028,0.0,8.401134,25628.4025228067
Italy,2005,57969484.0,48.439,0.031,2.343,36.067,9.998,8.56745,30240.3395199766
Japan,2005,127773000.0,102.7875883,1.6300883,1.91,77.5615,21.686,10.087274,32169.867493646
Kazakhstan,2005,15968117.0,7.85597,0.0,0.0,7.85597,0.0,12.527624,13226.146696236
Kuwait,2005,2236788.0,0.0,0.0,0.0,0.0,0.0,33.274982,84968.0198388668
Sri Lanka,2005,20216524.0,3.468832883,0.004615336,0.002405747,3.4595318,0.00228,0.5903711,5678.74647770924
Lithuania,2005,3322528.0,0.45949999999999996,0.0,0.0018,0.4507,0.007,4.184141,14514.7832942166
Luxembourg,2005,465158.0,0.209051,0.017698,0.052251,0.092939,0.046163,25.953287,68787.8547494266
Latvia,2005,2238799.0,3.415,0.0,0.047,3.326,0.042,3.4873562,13343.8894481784
Morocco,2005,30358144.0,1.17110101,0.00010101,0.2063,0.9647,0.0,1.4711325,5274.74169921875
Mexico,2005,105811504.0,35.874965,0.009,0.019,27.709446,8.137519,4.379789,13260.2388186669
North Macedonia,2005,2005330.0,1.492,0.0,0.0,1.492,0.0,4.1132607,7972.33249498205
Malaysia,2005,25836071.0,6.5995,0.0,0.0,6.007,0.5925,6.5786943,16371.4260816078
North America,2005,327822042.0,769.8430992499999,0.78305525,19.683584,658.69666,90.6798,14.383645,43361.2490415254
Netherlands,2005,16319868.0,7.465918,0.034199,2.067,0.088,5.276719,10.80621,37778.4864360065
Norway,2005,4623291.0,136.5262,0.0062,0.499,135.688,0.333,9.358088,47966.8640112608
New Zealand,2005,4133900.0,27.7494844,0.0,0.6143859,23.327555,3.8075435,9.050942,25677.4190803252
Oman,2005,2459802.0,0.0,0.0,0.0,0.0,0.0,12.847043,43672.5203178009
Pakistan,2005,175453212.0,30.699635,0.0,0.0,30.699635,0.0,0.76171106,3292.60223265724
Peru,2005,28101180.0,18.3262,0.0,0.0012,17.977,0.348,1.079,6559.54330014155
Philippines,2005,88015962.0,18.308202,0.001517,0.017469,8.386773,9.902443,0.8312165,4289.05223691791
Poland,2005,38165445.0,3.8468,0.0,0.135,2.201,1.5108,8.466207,13935.5573148214
Portugal,2005,10503330.0,8.229800000000001,0.0038,1.773,4.731,1.722,6.6304755,22725.2774946084
Qatar,2005,825408.0,0.0,0.0,0.0,0.0,0.0,57.610874,115250.305889496
Romania,2005,21319685.0,20.213,0.0,0.0,20.207,0.006,4.7783093,9602.16630030352
Russian Federation,2005,143518814.0,173.0691,0.0,0.0068,172.611,0.4513,10.806364,11822.3466796875
Saudi Arabia,2005,20559890.0,0.0,0.0,0.0,0.0,0.0,20.059093,53598.3650260727
Singapore,2005,4265762.0,0.47765875,0.0,0.0,0.0,0.47765875,9.277653,58821.6934644088
Slovenia,2005,2000474.0,3.5709999999999997,0.0,0.0,3.461,0.11,8.481144,23682.3710849153
Sweden,2005,9029572.0,80.834541,0.002,0.939341,72.40339,7.48981,5.966446,34198.3864576781
Thailand,2005,66017420.0,7.527449,0.0,0.0,5.671181,1.856268,3.2464967,10169.0453610459
Turkmenistan,2005,5052257.0,0.003154,0.0,0.0,0.003154,0.0,9.48667,5489.34542172937
Trinidad and Tobago,2005,1294494.0,0.024742999999999998,0.002743,0.0,0.0,0.022,28.2744,23536.0268719668
Turkey,2005,69329557.0,39.747899999999994,0.0,0.059,39.5605,0.1284,3.8204603,11756.9310277156
Ukraine,2005,47585556.0,12.401,0.0,0.038,12.363,0.0,6.5887823,7142.10693359375
United States,2005,295516599.0,357.76514465,0.74890065,17.990454,266.42773,72.59806,20.736687,44123.3996470026
Uzbekistan,2005,26356975.0,6.875604,0.0,0.0,6.875604,0.0,4.6135817,3617.8548682727
World,2005,6575644307.5,3275.5061895,4.1832795,104.62726,2911.256,255.43965,4.4959054,10134.8886930948
South Africa,2005,49490033.0,1.7862402,0.017,0.012,1.3319402,0.4253,8.409805,10440.6275145923
United Arab Emirates,2006,5009100.0,0.0,0.0,0.0,0.0,0.0,24.297039,104995.397894677
Argentina,2006,39622115.0,39.131252,9e-05,0.06964,38.015213,1.046309,4.39929,14843.5778656186
Australia,2006,20450966.0,21.1372,0.0975,2.1621,14.9451,3.9325,19.055374,34846.7156302418
Austria,2006,8268641.0,40.686031375,0.022386875,1.752793,35.656086,3.2547655,9.288154,37396.0350960866
Azerbaijan,2006,8484550.0,2.518,0.0,0.0,2.518,0.0,3.9628658,9244.40645520997
Belgium,2006,10547958.0,2.952,0.002,0.366,0.359,2.225,11.744368,35258.985063203
Bangladesh,2006,146405973.0,0.756033,0.005433,0.0016,0.749,0.0,0.2850008,2195.29485455883
Bulgaria,2006,7601022.0,4.233021,0.0,0.020047,4.212974,0.0,6.7958155,11408.0152091075
Belarus,2006,9604924.0,0.038000000000000006,0.0,0.001,0.035,0.002,6.426269,10994.5981283371
Brazil,2006,186653106.0,363.888109,0.0,0.237,348.80545,14.845659,1.9762388,11750.5312440167
Canada,2006,32571193.0,364.31941159999997,0.021,2.4730656,352.8873,8.938046,17.343971,38119.3909593545
Switzerland,2006,7483934.0,32.135859,0.024,0.015,30.961859,1.135,6.06603,46275.5494842863
Chile,2006,16509195.0,29.65305,0.0,0.007,28.21505,1.431,3.8797834,15510.7700740022
China,2006,1311020000.0,446.7258182,0.095,3.7118182,435.786,7.133,4.9272113,5843.35309098914
Colombia,2006,42691084.0,43.14059749,0.0,0.06298139,42.55789,0.5197261,1.4594254,9154.089261752
Cyprus,2006,1054418.0,0.001512,0.001002,0.000355,0.0,0.000155,7.7637644,30015.1015625
Czechia,2006,10238905.0,3.5180119999999997,0.00017,0.049375,2.5503,0.918167,12.27974,23919.2927094088
Germany,2006,82376451.0,72.55526499999999,2.265,31.324,20.031,18.935265,10.849614,34748.7543257238
Denmark,2006,5437272.0,9.203521589000001,0.002213889,6.1079583,0.0234,3.0699494,10.941338,37400.3075213334
Algeria,2006,33623506.0,0.2176,0.0,0.0,0.2176,0.0,3.149473,12791.3412603745
Ecuador,2006,14086131.0,7.275063605,1.4875e-05,0.0,7.129493,0.14555573,2.1077354,7884.51693576141
Spain,2006,44397319.0,52.08,0.119,23.297,25.89,2.774,8.046786,30755.2987888646
Estonia,2006,1346810.0,0.12780000000000002,0.0,0.0763,0.0135,0.038,12.205063,19348.3868589782
Finland,2006,5266268.0,22.466651,0.003379,0.155641,11.493691,10.81394,12.983371,34447.7143026443
France,2006,63622342.0,62.33790605,0.01190605,2.182,56.303,3.841,6.545662,32430.4443144707
United Kingdom,2006,60846820.0,18.117306699999997,0.011,4.236,4.5934067,9.2769,9.301161,34734.8160246415
Greece,2006,11020362.0,7.6797130000000005,0.001386,1.699353,5.864849,0.114125,10.20506,28082.1248815718
Croatia,2006,4311159.0,6.647,0.0,0.019,6.617,0.011,5.4449663,17634.8125218884
Hungary,2006,10071370.0,1.4929999999999999,0.0,0.043,0.186,1.264,5.9232993,18383.6322203338
Indonesia,2006,233951652.0,16.297,0.0,0.0,9.623,6.674,1.481646,6583.35112342719
India,2006,1172878890.0,127.54883,0.0072,9.3373,112.61733,5.587,1.1019763,3220.62692931904
Ireland,2006,4273591.0,2.47506202,0.0,1.6223332,0.724273,0.12845582,11.150147,44232.1017485574
Iraq,2006,28616515.0,4.99076,0.0,0.0,4.99076,0.0,3.444312,10223.1065320178
Iceland,2006,303782.0,9.921595,0.0,0.0,7.288997,2.632598,10.383546,39700.0817099125
Israel,2006,7053700.0,0.025,0.0,0.01,0.015,0.0,9.080821,26336.0967687213
Italy,2006,58143979.0,50.635,0.035,2.971,36.994,10.635,8.440849,32603.4044839586
Japan,2006,127854000.0,114.46564000000001,1.99563,2.135,88.80701,21.528,9.900961,33634.6317066787
Kazakhstan,2006,16103716.0,7.7680697,0.0,0.0,7.7680697,0.0,13.69717,14965.7723192192
Kuwait,2006,2364733.0,0.0,0.0,0.0,0.0,0.0,32.160374,89075.2246042339
Sri Lanka,2006,20352411.0,4.652849527,0.00538678,0.002305747,4.643377,0.00178,0.5794185,6260.67990139115
Lithuania,2006,3269909.0,0.4358,0.0,0.0137,0.3971,0.025,4.3533397,16446.977802261
Luxembourg,2006,472637.0,0.245628,0.021114,0.057986,0.111312,0.055216,25.186571,78878.0275161487
Latvia,2006,2218357.0,2.787,0.0,0.046,2.698,0.043,3.7450006,15024.6361475622
Morocco,2006,30771178.0,1.16580101,0.00010101,0.1832,0.9825,0.0,1.5030133,5780.6181640625
Mexico,2006,107253666.0,37.9888607,0.01,0.045,30.446474,7.4873867,4.4242706,14541.6716295608
North Macedonia,2006,1994287.0,1.65,0.0,0.0,1.65,0.0,4.1406918,8890.31306022003
Malaysia,2006,26417909.0,6.946964,0.0,0.0,6.323,0.623964,6.4413414,17426.3611674863
North America,2006,331013939.0,792.0560577,0.8632767,29.498571,671.3948,90.29941,14.101651,45502.0143466908
Netherlands,2006,16346101.0,8.068422,0.035223,2.734,0.105199,5.194,10.493947,41216.8840677591
Norway,2006,4660677.0,120.4001,0.0071,0.636,119.369,0.388,9.407265,54369.1766461345
New Zealand,2006,4184600.0,28.2669945,0.0,0.6222169,23.573221,4.0715566,8.926524,27744.0617198326
Oman,2006,2514795.0,0.0,0.0,0.0,0.0,0.0,15.972586,46091.1822341116
Pakistan,2006,179682690.0,30.250881,0.0,0.0,30.250881,0.0,0.8017062,3514.81365232954
Peru,2006,28324491.0,19.9435,0.0,0.0012,19.5943,0.348,0.9955102,7213.59606014799
Philippines,2006,89508986.0,20.459303000000002,0.001376,0.053235,9.939413,10.465279,0.74047565,4578.70630892586
Poland,2006,38141267.0,4.2908,0.0,0.256,2.042,1.9928,8.84075,15208.126622577
Portugal,2006,10522288.0,15.638,0.005,2.925,10.919,1.789,6.1626186,24682.5646236933
Qatar,2006,972831.0,0.0,0.0,0.0,0.0,0.0,61.29773,127180.603770056
Romania,2006,21193760.0,18.361,0.0,0.001,18.356,0.004,4.959297,11556.5344950759
Russian Federation,2006,143049637.0,173.7959,0.0,0.0052,173.285,0.5057,11.262799,14912.234375
Saudi Arabia,2006,21459144.0,0.0,0.0,0.0,0.0,0.0,20.744946,54689.966203198
Singapore,2006,4401365.0,0.4737648,0.0,0.0,0.0,0.4737648,9.212602,64060.5686027511
Slovenia,2006,2006868.0,3.6900000000000004,0.0,0.0,3.591,0.099,8.575877,25576.5193167046
Sweden,2006,9080505.0,70.965027,0.002,0.988238,61.615597,8.359192,5.9178863,37679.7205412732
Thailand,2006,66567687.0,9.974516900000001,0.03648,0.000131,7.95005,1.9878559,3.2421854,10912.4427923789
Turkmenistan,2006,5147105.0,0.003154,0.0,0.0,0.003154,0.0,9.617061,6163.85018139993
Trinidad and Tobago,2006,1297944.0,0.029089999999999998,0.00309,0.0,0.0,0.026,31.447933,27393.3505454929
Turkey,2006,70045349.0,44.52255,0.0,0.1305,44.2442,0.14785,4.0312243,13495.4269002759
Ukraine,2006,47278694.0,12.921,0.0,0.035,12.886,0.0,7.044654,7971.1962890625
United States,2006,298379912.0,386.30841612999996,0.82443213,26.857714,285.544,73.08227,20.261381,46301.9876485519
Uzbekistan,2006,26699043.0,5.8497224,0.0,0.0,5.8497224,0.0,4.6781006,3955.97682066719
World,2006,6659721142.0,3433.5162857,5.7563057,133.50282,3022.2332,272.02396,4.5909643,10961.3214180571
South Africa,2006,49998277.0,3.3337197,0.0186,0.012,2.8976197,0.4055,8.935718,11250.1795556101
United Arab Emirates,2007,5624635.0,0.0,0.0,0.0,0.0,0.0,23.668304,99096.7054471438
Argentina,2007,40016763.0,32.3527033,0.0001089,0.061593,31.22015,1.0708514,4.3377132,16455.1129799188
Australia,2007,20827622.0,20.2898,0.11375,2.8521,13.04895,4.275,19.063927,36653.8417179443
Austria,2007,8295487.0,43.194998774000005,0.024238374,2.037185,37.05445,4.0791254,8.932517,39193.8173640977
Azerbaijan,2007,8581300.0,2.364,0.0,0.0,2.364,0.0,3.4023411,11734.7641864862
Belgium,2007,10625700.0,3.4859999999999998,0.006,0.491,0.389,2.6,11.338945,36799.5318686343
Bangladesh,2007,147989278.0,0.759647,0.009047,0.0016,0.749,0.0,0.28836748,2388.10025156747
Bulgaria,2007,7545338.0,2.876709,6e-05,0.046802,2.829847,0.0,7.3483434,12822.3261745871
Belarus,2007,9560953.0,0.05,0.0,0.001,0.035,0.014,6.2969413,12320.024025772
Brazil,2007,188552320.0,392.74136582999995,0.0,0.66278183,374.01514,18.063444,2.071431,12672.5051161153
Canada,2007,32888886.0,379.6458157,0.026,3.0072787,367.62146,8.991077,17.88609,39575.4770075876
Switzerland,2007,7551117.0,36.477402999999995,0.029,0.016,35.253403,1.179,5.746348,50929.4927044896
Chile,2007,16671581.0,25.04206,0.0,0.0112,22.33486,2.696,4.227355,16697.5160217416
China,2007,1317885000.0,500.720293,0.114,5.479293,485.264,9.863,5.267368,6820.04084658142
Colombia,2007,43235374.0,44.799007376,0.0,0.049890976,44.24198,0.5071364,1.3991219,9909.29031388796
Cyprus,2007,1072714.0,0.003489,0.001733,0.000356,0.0,0.0014,7.928219,32889.12109375
Czechia,2007,10298828.0,3.41152,0.001754,0.125098,2.089409,1.195259,12.4175625,26268.5653173799
Germany,2007,82266372.0,89.429967,3.137,40.507,21.17,24.615967,10.407525,36915.3252832162
Denmark,2007,5461438.0,10.306958444,0.002494444,7.1712,0.0282,3.105064,10.015147,39111.5190257616
Algeria,2007,34189416.0,0.226,0.0,0.0,0.226,0.0,3.2141402,13320.9641206136
Ecuador,2007,14328773.0,9.257388057,1.8162e-05,0.000962135,9.037655,0.21875276,2.3923388,8112.44824461401
Spain,2007,45226803.0,58.207,0.508,27.568,27.233,2.898,8.071818,32537.3435402735
Estonia,2007,1340680.0,0.149,0.0,0.091,0.022,0.036,14.866046,22201.3543849265
Finland,2007,5288720.0,24.324302000000003,0.003811,0.188408,14.177206,9.954877,12.623978,37844.2931586421
France,2007,64016890.0,65.908,0.018,4.07,57.604,4.216,6.343027,34067.4661475639
United Kingdom,2007,61322463.0,19.6896229,0.014,5.2738175,5.0773044,9.324501,9.093347,35523.3115876502
Greece,2007,11048473.0,4.594842,0.00142,1.818,2.591422,0.184,10.370174,28896.921070906
Croatia,2007,4310217.0,4.7417,0.0,0.0349,4.6998,0.007,5.7472677,19570.7956168702
Hungary,2007,10055780.0,1.883,0.0,0.11,0.21,1.563,5.8250375,19098.6263069875
Indonesia,2007,237062337.0,18.32502,0.0,2e-05,11.286,7.039,1.6361018,7096.3876890601
India,2007,1190676021.0,141.7579,0.059,11.6828,122.6131,7.403,1.1695088,3508.06183166302
Ireland,2007,4398942.0,2.7953369400000003,0.0,1.9587231,0.666576,0.17003784,10.847193,46784.0861335365
Iraq,2007,28391607.0,4.56631,0.0,0.0,4.56631,0.0,2.1515615,10783.1236404594
