Variable1,Variable2,Correlation,Correlation Type
log_hydro_per_capita,log_gdp_per_capita,0.24321360351583954,Pearson 2023
log_gdp_per_capita,log_gdp_per_capita,1.0,Pearson 2023
renewables_production_per_capita,renewables_production_per_capita,1.0,Pearson Solar
solar_per_capita,renewables_production_per_capita,0.016669066103590376,Pearson Solar
wind_per_capita,renewables_production_per_capita,0.28251768373979236,Pearson Solar
hydro_per_capita,renewables_production_per_capita,0.9786285077698357,Pearson Solar
other_renewables_per_capita,renewables_production_per_capita,0.5011553744660179,Pearson Solar
co2_per_capita,renewables_production_per_capita,0.02695029506592047,Pearson Solar
gdp_per_capita,renewables_production_per_capita,0.27287535634528515,Pearson Solar
log_renewables_production_per_capita,renewables_production_per_capita,0.999999999972973,Pearson Solar
log_hydro_per_capita,renewables_production_per_capita,0.9786284363174997,Pearson Solar
log_gdp_per_capita,renewables_production_per_capita,0.3026351492196532,Pearson Solar
renewables_production_per_capita,solar_per_capita,0.016669066103590376,Pearson Solar
solar_per_capita,solar_per_capita,1.0,Pearson Solar
wind_per_capita,solar_per_capita,0.3750221574400691,Pearson Solar
hydro_per_capita,solar_per_capita,-0.07236962145774065,Pearson Solar
other_renewables_per_capita,solar_per_capita,0.03303033490735897,Pearson Solar
co2_per_capita,solar_per_capita,0.03315804148256149,Pearson Solar
gdp_per_capita,solar_per_capita,0.3481909586765154,Pearson Solar
log_renewables_production_per_capita,solar_per_capita,0.01667012274879149,Pearson Solar
log_hydro_per_capita,solar_per_capita,-0.072369623648853,Pearson Solar
log_gdp_per_capita,solar_per_capita,0.35758169495869296,Pearson Solar
renewables_production_per_capita,wind_per_capita,0.28251768373979236,Pearson Solar
solar_per_capita,wind_per_capita,0.3750221574400691,Pearson Solar
wind_per_capita,wind_per_capita,1.0,Pearson Solar
hydro_per_capita,wind_per_capita,0.14238181013483894,Pearson Solar
other_renewables_per_capita,wind_per_capita,0.21548010148809846,Pearson Solar
co2_per_capita,wind_per_capita,-0.04143316668616366,Pearson Solar
gdp_per_capita,wind_per_capita,0.4036977257756323,Pearson Solar
log_renewables_production_per_capita,wind_per_capita,0.28252009191647687,Pearson Solar
log_hydro_per_capita,wind_per_capita,0.14238242336101023,Pearson Solar
log_gdp_per_capita,wind_per_capita,0.41223438894326697,Pearson Solar
renewables_production_per_capita,hydro_per_capita,0.9786285077698357,Pearson Solar
solar_per_capita,hydro_per_capita,-0.07236962145774065,Pearson Solar
wind_per_capita,hydro_per_capita,0.14238181013483894,Pearson Solar
hydro_per_capita,hydro_per_capita,1.0,Pearson Solar
other_renewables_per_capita,hydro_per_capita,0.35401117325012316,Pearson Solar
co2_per_capita,hydro_per_capita,0.03104000053717675,Pearson Solar
gdp_per_capita,hydro_per_capita,0.20716251984386214,Pearson Solar
log_renewables_production_per_capita,hydro_per_capita,0.9786286732049759,Pearson Solar
log_hydro_per_capita,hydro_per_capita,0.9999999999891481,Pearson Solar
log_gdp_per_capita,hydro_per_capita,0.23282936853448946,Pearson Solar
renewables_production_per_capita,other_renewables_per_capita,0.5011553744660179,Pearson Solar
solar_per_capita,other_renewables_per_capita,0.03303033490735897,Pearson Solar
wind_per_capita,other_renewables_per_capita,0.21548010148809846,Pearson Solar
hydro_per_capita,other_renewables_per_capita,0.35401117325012316,Pearson Solar
other_renewables_per_capita,other_renewables_per_capita,1.0,Pearson Solar
co2_per_capita,other_renewables_per_capita,0.01127152236430336,Pearson Solar
gdp_per_capita,other_renewables_per_capita,0.18311184482223408,Pearson Solar
log_renewables_production_per_capita,other_renewables_per_capita,0.501152498480219,Pearson Solar
log_hydro_per_capita,other_renewables_per_capita,0.3540102940551195,Pearson Solar
log_gdp_per_capita,other_renewables_per_capita,0.2161454977886486,Pearson Solar
renewables_production_per_capita,co2_per_capita,0.02695029506592047,Pearson Solar
solar_per_capita,co2_per_capita,0.03315804148256149,Pearson Solar
wind_per_capita,co2_per_capita,-0.04143316668616366,Pearson Solar
hydro_per_capita,co2_per_capita,0.03104000053717675,Pearson Solar
other_renewables_per_capita,co2_per_capita,0.01127152236430336,Pearson Solar
co2_per_capita,co2_per_capita,1.0,Pearson Solar
gdp_per_capita,co2_per_capita,0.5583762252880585,Pearson Solar
log_renewables_production_per_capita,co2_per_capita,0.026950273516201096,Pearson Solar
log_hydro_per_capita,co2_per_capita,0.03103996935138174,Pearson Solar
log_gdp_per_capita,co2_per_capita,0.557530795358256,Pearson Solar
renewables_production_per_capita,gdp_per_capita,0.27287535634528515,Pearson Solar
solar_per_capita,gdp_per_capita,0.3481909586765154,Pearson Solar
wind_per_capita,gdp_per_capita,0.4036977257756323,Pearson Solar
hydro_per_capita,gdp_per_capita,0.20716251984386214,Pearson Solar
other_renewables_per_capita,gdp_per_capita,0.18311184482223408,Pearson Solar
co2_per_capita,gdp_per_capita,0.5583762252880585,Pearson Solar
gdp_per_capita,gdp_per_capita,1.0,Pearson Solar
log_renewables_production_per_capita,gdp_per_capita,0.27287639888788057,Pearson Solar
log_hydro_per_capita,gdp_per_capita,0.20716274068086016,Pearson Solar
log_gdp_per_capita,gdp_per_capita,0.8736563693489146,Pearson Solar
renewables_production_per_capita,log_renewables_production_per_capita,0.999999999972973,Pearson Solar
solar_per_capita,log_renewables_production_per_capita,0.01667012274879149,Pearson Solar
wind_per_capita,log_renewables_production_per_capita,0.28252009191647687,Pearson Solar
hydro_per_capita,log_renewables_production_per_capita,0.9786286732049759,Pearson Solar
other_renewables_per_capita,log_renewables_production_per_capita,0.501152498480219,Pearson Solar
co2_per_capita,log_renewables_production_per_capita,0.026950273516201096,Pearson Solar
gdp_per_capita,log_renewables_production_per_capita,0.27287639888788057,Pearson Solar
log_renewables_production_per_capita,log_renewables_production_per_capita,1.0,Pearson Solar
log_hydro_per_capita,log_renewables_production_per_capita,0.978628601782488,Pearson Solar
log_gdp_per_capita,log_renewables_production_per_capita,0.3026368127207787,Pearson Solar
renewables_production_per_capita,log_hydro_per_capita,0.9786284363174997,Pearson Solar
solar_per_capita,log_hydro_per_capita,-0.072369623648853,Pearson Solar
wind_per_capita,log_hydro_per_capita,0.14238242336101023,Pearson Solar
hydro_per_capita,log_hydro_per_capita,0.9999999999891481,Pearson Solar
other_renewables_per_capita,log_hydro_per_capita,0.3540102940551195,Pearson Solar
co2_per_capita,log_hydro_per_capita,0.03103996935138174,Pearson Solar
gdp_per_capita,log_hydro_per_capita,0.20716274068086016,Pearson Solar
log_renewables_production_per_capita,log_hydro_per_capita,0.978628601782488,Pearson Solar
log_hydro_per_capita,log_hydro_per_capita,1.0,Pearson Solar
log_gdp_per_capita,log_hydro_per_capita,0.23283002192103722,Pearson Solar
renewables_production_per_capita,log_gdp_per_capita,0.3026351492196532,Pearson Solar
solar_per_capita,log_gdp_per_capita,0.35758169495869296,Pearson Solar
wind_per_capita,log_gdp_per_capita,0.41223438894326697,Pearson Solar
hydro_per_capita,log_gdp_per_capita,0.23282936853448946,Pearson Solar
other_renewables_per_capita,log_gdp_per_capita,0.2161454977886486,Pearson Solar
co2_per_capita,log_gdp_per_capita,0.557530795358256,Pearson Solar
gdp_per_capita,log_gdp_per_capita,0.8736563693489146,Pearson Solar
log_renewables_production_per_capita,log_gdp_per_capita,0.3026368127207787,Pearson Solar
log_hydro_per_capita,log_gdp_per_capita,0.23283002192103722,Pearson Solar
log_gdp_per_capita,log_gdp_per_capita,1.0,Pearson Solar
